 -64.00    3.1623E+09    3.1276E+11    2.6056E+11    6.0417E+11    4.7378E+11
 -64.00    3.9811E+09    3.7259E+11    3.1044E+11    7.0016E+11    5.3671E+11
 -64.00    5.0119E+09    4.3947E+11    3.6609E+11    8.0678E+11    6.0528E+11
 -64.00    6.3096E+09    5.1382E+11    4.2830E+11    9.2453E+11    6.8097E+11
 -64.00    7.9433E+09    5.9647E+11    4.9708E+11    1.0548E+12    7.6391E+11
 -64.00    1.0000E+10    6.8794E+11    5.7350E+11    1.1984E+12    8.5455E+11
 -64.00    1.2589E+10    7.6527E+11    6.3781E+11    1.3354E+12    9.6829E+11
 -64.00    1.5849E+10    8.4921E+11    7.0770E+11    1.4846E+12    1.0928E+12
 -64.00    1.9953E+10    9.4051E+11    7.8395E+11    1.6471E+12    1.2277E+12
 -64.00    2.5119E+10    1.0404E+12    8.6686E+11    1.8241E+12    1.3777E+12
 -64.00    3.1623E+10    1.1485E+12    9.5682E+11    2.0165E+12    1.5407E+12
 -64.00    3.9811E+10    1.2270E+12    1.0225E+12    2.1553E+12    1.6459E+12
 -64.00    5.0119E+10    1.3101E+12    1.0920E+12    2.3013E+12    1.7570E+12
 -64.00    6.3096E+10    1.3982E+12    1.1654E+12    2.4563E+12    1.8760E+12
 -64.00    7.9433E+10    1.4916E+12    1.2427E+12    2.6195E+12    2.0007E+12
 -64.00    1.0000E+11    1.5890E+12    1.3249E+12    2.7922E+12    2.1326E+12
 0. 0. 0. 0. 0. 0.
 -63.00    1.9953E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -63.00    2.5119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -63.00    3.1623E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -63.00    3.9811E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -63.00    5.0119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -63.00    6.3096E+07    4.3926E+08    3.6591E+08    1.2866E+09    1.6101E+09
 -63.00    7.9433E+07    9.6233E+08    8.0132E+08    2.0806E+09    3.5327E+09
 -63.00    1.0000E+08    1.5812E+09    1.3165E+09    3.0203E+09    5.7832E+09
 -63.00    1.2589E+08    4.1460E+09    3.4563E+09    1.1200E+10    1.2240E+10
 -63.00    1.5849E+08    7.1728E+09    5.9818E+09    2.0857E+10    1.9824E+10
 -63.00    1.9953E+08    1.0707E+10    8.9208E+09    3.2143E+10    2.8644E+10
 -63.00    2.5119E+08    1.4817E+10    1.2340E+10    4.5293E+10    3.8898E+10
 -63.00    3.1623E+08    1.9540E+10    1.6280E+10    6.0432E+10    5.0634E+10
 -63.00    3.9811E+08    3.2970E+10    2.7488E+10    9.0638E+10    7.5915E+10
 -63.00    5.0119E+08    4.8555E+10    4.0453E+10    1.2547E+11    1.0493E+11
 -63.00    6.3096E+08    6.6519E+10    5.5417E+10    1.6542E+11    1.3850E+11
 -63.00    7.9433E+08    8.7073E+10    7.2589E+10    2.1110E+11    1.7663E+11
 -63.00    1.0000E+09    1.1053E+11    9.2107E+10    2.6308E+11    2.2002E+11
 -63.00    1.2589E+09    1.4758E+11    1.2302E+11    3.2744E+11    2.6882E+11
